id,pokemon_id,ability_id,is_hidden,created_at,updated_at
49,23,61,f,2020-11-05 21:16:36.716052,2020-11-05 21:16:36.716052
50,23,127,t,2020-11-05 21:16:36.792913,2020-11-05 21:16:36.792913
51,24,22,f,2020-11-05 21:16:37.463347,2020-11-05 21:16:37.463347
52,24,61,f,2020-11-05 21:16:37.556677,2020-11-05 21:16:37.556677
53,24,127,t,2020-11-05 21:16:37.635821,2020-11-05 21:16:37.635821
54,25,9,f,2020-11-05 21:16:38.218207,2020-11-05 21:16:38.218207
55,25,31,t,2020-11-05 21:16:38.301925,2020-11-05 21:16:38.301925
56,26,9,f,2020-11-05 21:16:38.909947,2020-11-05 21:16:38.909947
57,26,31,t,2020-11-05 21:16:38.995809,2020-11-05 21:16:38.995809
58,27,8,f,2020-11-05 21:16:39.607876,2020-11-05 21:16:39.607876
59,27,146,t,2020-11-05 21:16:39.696347,2020-11-05 21:16:39.696347
60,28,8,f,2020-11-05 21:16:40.350789,2020-11-05 21:16:40.350789
61,28,146,t,2020-11-05 21:16:40.426356,2020-11-05 21:16:40.426356
62,29,38,f,2020-11-05 21:16:41.078354,2020-11-05 21:16:41.078354
63,29,79,f,2020-11-05 21:16:41.165501,2020-11-05 21:16:41.165501
64,29,55,t,2020-11-05 21:16:41.242676,2020-11-05 21:16:41.242676
65,30,38,f,2020-11-05 21:16:41.828056,2020-11-05 21:16:41.828056
66,30,79,f,2020-11-05 21:16:41.926345,2020-11-05 21:16:41.926345
67,30,55,t,2020-11-05 21:16:42.034508,2020-11-05 21:16:42.034508
68,31,38,f,2020-11-05 21:16:42.715856,2020-11-05 21:16:42.715856
69,31,79,f,2020-11-05 21:16:42.793872,2020-11-05 21:16:42.793872
70,31,125,t,2020-11-05 21:16:42.907639,2020-11-05 21:16:42.907639
71,32,38,f,2020-11-05 21:16:43.486109,2020-11-05 21:16:43.486109
72,32,79,f,2020-11-05 21:16:43.567183,2020-11-05 21:16:43.567183
73,32,55,t,2020-11-05 21:16:43.654839,2020-11-05 21:16:43.654839
74,33,38,f,2020-11-05 21:16:44.286349,2020-11-05 21:16:44.286349
75,33,79,f,2020-11-05 21:16:44.367846,2020-11-05 21:16:44.367846
76,33,55,t,2020-11-05 21:16:44.455698,2020-11-05 21:16:44.455698
77,34,38,f,2020-11-05 21:16:45.191294,2020-11-05 21:16:45.191294
78,34,79,f,2020-11-05 21:16:45.273027,2020-11-05 21:16:45.273027
79,34,125,t,2020-11-05 21:16:45.362923,2020-11-05 21:16:45.362923
80,35,56,f,2020-11-05 21:16:46.020286,2020-11-05 21:16:46.020286
81,35,98,f,2020-11-05 21:16:46.103185,2020-11-05 21:16:46.103185
82,35,132,t,2020-11-05 21:16:46.201018,2020-11-05 21:16:46.201018
83,36,56,f,2020-11-05 21:16:46.822415,2020-11-05 21:16:46.822415
84,36,98,f,2020-11-05 21:16:46.900633,2020-11-05 21:16:46.900633
85,36,109,t,2020-11-05 21:16:47.01819,2020-11-05 21:16:47.01819
86,37,18,f,2020-11-05 21:16:47.572349,2020-11-05 21:16:47.572349
87,37,70,t,2020-11-05 21:16:47.632122,2020-11-05 21:16:47.632122
88,38,18,f,2020-11-05 21:16:48.344054,2020-11-05 21:16:48.344054
89,38,70,t,2020-11-05 21:16:48.455617,2020-11-05 21:16:48.455617
90,39,56,f,2020-11-05 21:16:49.113405,2020-11-05 21:16:49.113405
91,39,172,f,2020-11-05 21:16:49.196515,2020-11-05 21:16:49.196515
92,39,132,t,2020-11-05 21:16:49.281602,2020-11-05 21:16:49.281602
93,40,56,f,2020-11-05 21:16:50.066592,2020-11-05 21:16:50.066592
94,40,172,f,2020-11-05 21:16:50.151051,2020-11-05 21:16:50.151051
95,40,119,t,2020-11-05 21:16:50.237581,2020-11-05 21:16:50.237581
96,41,39,f,2020-11-05 21:16:51.206017,2020-11-05 21:16:51.206017
97,41,151,t,2020-11-05 21:16:51.324416,2020-11-05 21:16:51.324416
98,42,39,f,2020-11-05 21:16:52.086353,2020-11-05 21:16:52.086353
99,42,151,t,2020-11-05 21:16:52.17478,2020-11-05 21:16:52.17478
100,43,34,f,2020-11-05 21:16:53.023058,2020-11-05 21:16:53.023058
101,43,50,t,2020-11-05 21:16:53.105984,2020-11-05 21:16:53.105984
102,44,34,f,2020-11-05 21:16:53.870333,2020-11-05 21:16:53.870333
103,44,1,t,2020-11-05 21:16:53.955345,2020-11-05 21:16:53.955345
104,45,34,f,2020-11-05 21:16:54.649358,2020-11-05 21:16:54.649358
105,45,27,t,2020-11-05 21:16:54.725081,2020-11-05 21:16:54.725081
106,46,27,f,2020-11-05 21:16:55.38521,2020-11-05 21:16:55.38521
107,46,87,f,2020-11-05 21:16:55.476075,2020-11-05 21:16:55.476075
108,46,6,t,2020-11-05 21:16:55.564999,2020-11-05 21:16:55.564999
109,47,27,f,2020-11-05 21:16:56.285458,2020-11-05 21:16:56.285458
110,47,87,f,2020-11-05 21:16:56.40289,2020-11-05 21:16:56.40289
111,47,6,t,2020-11-05 21:16:56.489113,2020-11-05 21:16:56.489113
112,48,14,f,2020-11-05 21:16:57.20834,2020-11-05 21:16:57.20834
113,48,110,f,2020-11-05 21:16:57.28563,2020-11-05 21:16:57.28563
114,48,50,t,2020-11-05 21:16:57.411543,2020-11-05 21:16:57.411543
115,49,19,f,2020-11-05 21:16:58.083171,2020-11-05 21:16:58.083171
116,49,110,f,2020-11-05 21:16:58.160582,2020-11-05 21:16:58.160582
117,49,147,t,2020-11-05 21:16:58.241356,2020-11-05 21:16:58.241356
118,50,8,f,2020-11-05 21:16:58.841249,2020-11-05 21:16:58.841249
119,50,71,f,2020-11-05 21:16:58.943326,2020-11-05 21:16:58.943326
120,50,159,t,2020-11-05 21:16:59.024337,2020-11-05 21:16:59.024337
121,51,8,f,2020-11-05 21:16:59.605144,2020-11-05 21:16:59.605144
122,51,71,f,2020-11-05 21:16:59.68643,2020-11-05 21:16:59.68643
123,51,159,t,2020-11-05 21:16:59.765024,2020-11-05 21:16:59.765024
124,52,53,f,2020-11-05 21:17:00.322632,2020-11-05 21:17:00.322632
125,52,101,f,2020-11-05 21:17:00.404558,2020-11-05 21:17:00.404558
126,52,127,t,2020-11-05 21:17:00.497134,2020-11-05 21:17:00.497134
127,53,7,f,2020-11-05 21:17:01.160019,2020-11-05 21:17:01.160019
128,53,101,f,2020-11-05 21:17:01.250689,2020-11-05 21:17:01.250689
129,53,127,t,2020-11-05 21:17:01.342203,2020-11-05 21:17:01.342203
130,54,6,f,2020-11-05 21:17:02.004207,2020-11-05 21:17:02.004207
131,54,13,f,2020-11-05 21:17:02.0913,2020-11-05 21:17:02.0913
132,54,33,t,2020-11-05 21:17:02.174917,2020-11-05 21:17:02.174917
133,55,6,f,2020-11-05 21:17:02.80421,2020-11-05 21:17:02.80421
134,55,13,f,2020-11-05 21:17:02.891546,2020-11-05 21:17:02.891546
135,55,33,t,2020-11-05 21:17:02.973589,2020-11-05 21:17:02.973589
136,56,72,f,2020-11-05 21:17:03.62102,2020-11-05 21:17:03.62102
137,56,83,f,2020-11-05 21:17:03.707577,2020-11-05 21:17:03.707577
138,56,128,t,2020-11-05 21:17:03.791568,2020-11-05 21:17:03.791568
139,57,72,f,2020-11-05 21:17:04.382913,2020-11-05 21:17:04.382913
140,57,83,f,2020-11-05 21:17:04.476334,2020-11-05 21:17:04.476334
141,57,128,t,2020-11-05 21:17:04.584413,2020-11-05 21:17:04.584413
142,58,22,f,2020-11-05 21:17:05.181724,2020-11-05 21:17:05.181724
143,58,18,f,2020-11-05 21:17:05.26477,2020-11-05 21:17:05.26477
144,58,154,t,2020-11-05 21:17:05.342107,2020-11-05 21:17:05.342107
145,59,22,f,2020-11-05 21:17:05.933613,2020-11-05 21:17:05.933613
146,59,18,f,2020-11-05 21:17:06.007882,2020-11-05 21:17:06.007882
147,59,154,t,2020-11-05 21:17:06.099014,2020-11-05 21:17:06.099014
148,60,11,f,2020-11-05 21:17:06.717985,2020-11-05 21:17:06.717985
149,60,6,f,2020-11-05 21:17:06.857793,2020-11-05 21:17:06.857793
150,60,33,t,2020-11-05 21:17:06.957832,2020-11-05 21:17:06.957832
151,61,11,f,2020-11-05 21:17:07.58754,2020-11-05 21:17:07.58754
152,61,6,f,2020-11-05 21:17:07.678365,2020-11-05 21:17:07.678365
153,61,33,t,2020-11-05 21:17:07.756301,2020-11-05 21:17:07.756301
154,62,11,f,2020-11-05 21:17:08.4772,2020-11-05 21:17:08.4772
155,62,6,f,2020-11-05 21:17:08.572749,2020-11-05 21:17:08.572749
156,62,33,t,2020-11-05 21:17:08.659989,2020-11-05 21:17:08.659989
157,63,28,f,2020-11-05 21:17:09.255716,2020-11-05 21:17:09.255716
158,63,39,f,2020-11-05 21:17:09.332051,2020-11-05 21:17:09.332051
159,63,98,t,2020-11-05 21:17:09.416234,2020-11-05 21:17:09.416234
160,64,28,f,2020-11-05 21:17:10.129345,2020-11-05 21:17:10.129345
161,64,39,f,2020-11-05 21:17:10.205914,2020-11-05 21:17:10.205914
162,64,98,t,2020-11-05 21:17:10.288865,2020-11-05 21:17:10.288865
163,65,28,f,2020-11-05 21:17:10.928928,2020-11-05 21:17:10.928928
164,65,39,f,2020-11-05 21:17:11.006557,2020-11-05 21:17:11.006557
165,65,98,t,2020-11-05 21:17:11.06065,2020-11-05 21:17:11.06065
166,66,62,f,2020-11-05 21:17:11.603713,2020-11-05 21:17:11.603713
167,66,99,f,2020-11-05 21:17:11.6573,2020-11-05 21:17:11.6573
168,66,80,t,2020-11-05 21:17:11.734541,2020-11-05 21:17:11.734541
169,67,62,f,2020-11-05 21:17:12.386178,2020-11-05 21:17:12.386178
170,67,99,f,2020-11-05 21:17:12.473947,2020-11-05 21:17:12.473947
171,67,80,t,2020-11-05 21:17:12.568296,2020-11-05 21:17:12.568296
172,68,62,f,2020-11-05 21:17:13.135491,2020-11-05 21:17:13.135491
173,68,99,f,2020-11-05 21:17:13.22098,2020-11-05 21:17:13.22098
174,68,80,t,2020-11-05 21:17:13.304076,2020-11-05 21:17:13.304076
175,69,34,f,2020-11-05 21:17:14.008391,2020-11-05 21:17:14.008391
176,69,82,t,2020-11-05 21:17:14.078513,2020-11-05 21:17:14.078513
177,70,34,f,2020-11-05 21:17:14.85228,2020-11-05 21:17:14.85228
178,70,82,t,2020-11-05 21:17:14.94425,2020-11-05 21:17:14.94425
179,71,34,f,2020-11-05 21:17:15.59224,2020-11-05 21:17:15.59224
180,71,82,t,2020-11-05 21:17:15.696904,2020-11-05 21:17:15.696904
181,72,29,f,2020-11-05 21:17:16.503687,2020-11-05 21:17:16.503687
182,72,64,f,2020-11-05 21:17:16.597145,2020-11-05 21:17:16.597145
183,72,44,t,2020-11-05 21:17:16.685398,2020-11-05 21:17:16.685398
184,73,29,f,2020-11-05 21:17:17.349928,2020-11-05 21:17:17.349928
185,73,64,f,2020-11-05 21:17:17.445662,2020-11-05 21:17:17.445662
186,73,44,t,2020-11-05 21:17:17.531078,2020-11-05 21:17:17.531078
187,74,69,f,2020-11-05 21:17:18.259126,2020-11-05 21:17:18.259126
188,74,5,f,2020-11-05 21:17:18.347378,2020-11-05 21:17:18.347378
189,74,8,t,2020-11-05 21:17:18.42922,2020-11-05 21:17:18.42922
190,75,69,f,2020-11-05 21:17:19.235019,2020-11-05 21:17:19.235019
191,75,5,f,2020-11-05 21:17:19.315092,2020-11-05 21:17:19.315092
192,75,8,t,2020-11-05 21:17:19.398995,2020-11-05 21:17:19.398995
193,76,69,f,2020-11-05 21:17:20.07388,2020-11-05 21:17:20.07388
194,76,5,f,2020-11-05 21:17:20.154041,2020-11-05 21:17:20.154041
195,76,8,t,2020-11-05 21:17:20.278094,2020-11-05 21:17:20.278094
196,77,50,f,2020-11-05 21:17:20.918303,2020-11-05 21:17:20.918303
197,77,18,f,2020-11-05 21:17:21.033472,2020-11-05 21:17:21.033472
198,77,49,t,2020-11-05 21:17:21.131353,2020-11-05 21:17:21.131353
199,78,50,f,2020-11-05 21:17:21.756584,2020-11-05 21:17:21.756584
200,78,18,f,2020-11-05 21:17:21.84413,2020-11-05 21:17:21.84413
201,78,49,t,2020-11-05 21:17:21.930452,2020-11-05 21:17:21.930452
202,79,12,f,2020-11-05 21:17:22.724595,2020-11-05 21:17:22.724595
203,79,20,f,2020-11-05 21:17:22.808228,2020-11-05 21:17:22.808228
204,79,144,t,2020-11-05 21:17:22.887499,2020-11-05 21:17:22.887499
205,80,12,f,2020-11-05 21:17:24.145647,2020-11-05 21:17:24.145647
206,80,20,f,2020-11-05 21:17:24.243089,2020-11-05 21:17:24.243089
207,80,144,t,2020-11-05 21:17:24.323946,2020-11-05 21:17:24.323946
208,81,42,f,2020-11-05 21:17:24.968515,2020-11-05 21:17:24.968515
209,81,5,f,2020-11-05 21:17:25.078244,2020-11-05 21:17:25.078244
210,81,148,t,2020-11-05 21:17:25.15422,2020-11-05 21:17:25.15422
211,82,42,f,2020-11-05 21:17:25.87896,2020-11-05 21:17:25.87896
212,82,5,f,2020-11-05 21:17:26.036958,2020-11-05 21:17:26.036958
213,82,148,t,2020-11-05 21:17:26.117028,2020-11-05 21:17:26.117028
214,83,51,f,2020-11-05 21:17:26.79811,2020-11-05 21:17:26.79811
215,83,39,f,2020-11-05 21:17:26.876446,2020-11-05 21:17:26.876446
216,83,128,t,2020-11-05 21:17:26.96177,2020-11-05 21:17:26.96177
217,84,50,f,2020-11-05 21:17:27.647048,2020-11-05 21:17:27.647048
218,84,48,f,2020-11-05 21:17:27.760656,2020-11-05 21:17:27.760656
219,84,77,t,2020-11-05 21:17:27.838075,2020-11-05 21:17:27.838075
220,85,50,f,2020-11-05 21:17:28.500078,2020-11-05 21:17:28.500078
221,85,48,f,2020-11-05 21:17:28.589607,2020-11-05 21:17:28.589607
222,85,77,t,2020-11-05 21:17:28.680232,2020-11-05 21:17:28.680232
223,86,47,f,2020-11-05 21:17:29.295047,2020-11-05 21:17:29.295047
224,86,93,f,2020-11-05 21:17:29.374052,2020-11-05 21:17:29.374052
225,86,115,t,2020-11-05 21:17:29.452661,2020-11-05 21:17:29.452661
226,87,47,f,2020-11-05 21:17:30.143983,2020-11-05 21:17:30.143983
227,87,93,f,2020-11-05 21:17:30.222978,2020-11-05 21:17:30.222978
228,87,115,t,2020-11-05 21:17:30.302706,2020-11-05 21:17:30.302706
229,88,1,f,2020-11-05 21:17:30.915799,2020-11-05 21:17:30.915799
230,88,60,f,2020-11-05 21:17:30.996107,2020-11-05 21:17:30.996107
231,88,143,t,2020-11-05 21:17:31.085178,2020-11-05 21:17:31.085178
232,89,1,f,2020-11-05 21:17:31.714581,2020-11-05 21:17:31.714581
233,89,60,f,2020-11-05 21:17:31.795069,2020-11-05 21:17:31.795069
234,89,143,t,2020-11-05 21:17:31.872397,2020-11-05 21:17:31.872397
235,90,75,f,2020-11-05 21:17:32.64825,2020-11-05 21:17:32.64825
236,90,92,f,2020-11-05 21:17:32.7359,2020-11-05 21:17:32.7359
237,90,142,t,2020-11-05 21:17:32.817794,2020-11-05 21:17:32.817794
238,91,75,f,2020-11-05 21:17:33.357977,2020-11-05 21:17:33.357977
239,91,92,f,2020-11-05 21:17:33.413471,2020-11-05 21:17:33.413471
240,91,142,t,2020-11-05 21:17:33.474979,2020-11-05 21:17:33.474979
241,92,26,f,2020-11-05 21:17:33.893161,2020-11-05 21:17:33.893161
242,93,26,f,2020-11-05 21:17:34.37449,2020-11-05 21:17:34.37449
243,94,130,f,2020-11-05 21:17:34.886548,2020-11-05 21:17:34.886548
244,95,69,f,2020-11-05 21:17:35.329181,2020-11-05 21:17:35.329181
245,95,5,f,2020-11-05 21:17:35.381699,2020-11-05 21:17:35.381699
246,95,133,t,2020-11-05 21:17:35.428075,2020-11-05 21:17:35.428075
247,96,15,f,2020-11-05 21:17:35.84834,2020-11-05 21:17:35.84834
248,96,108,f,2020-11-05 21:17:35.897725,2020-11-05 21:17:35.897725
249,96,39,t,2020-11-05 21:17:35.945186,2020-11-05 21:17:35.945186
250,97,15,f,2020-11-05 21:17:36.368199,2020-11-05 21:17:36.368199
251,97,108,f,2020-11-05 21:17:36.41582,2020-11-05 21:17:36.41582
252,97,39,t,2020-11-05 21:17:36.472629,2020-11-05 21:17:36.472629
253,98,52,f,2020-11-05 21:17:37.381358,2020-11-05 21:17:37.381358
254,98,75,f,2020-11-05 21:17:37.466073,2020-11-05 21:17:37.466073
255,98,125,t,2020-11-05 21:17:37.527598,2020-11-05 21:17:37.527598
256,99,52,f,2020-11-05 21:17:38.2985,2020-11-05 21:17:38.2985
257,99,75,f,2020-11-05 21:17:38.376849,2020-11-05 21:17:38.376849
258,99,125,t,2020-11-05 21:17:38.459553,2020-11-05 21:17:38.459553
259,100,43,f,2020-11-05 21:17:39.049851,2020-11-05 21:17:39.049851
260,100,9,f,2020-11-05 21:17:39.150147,2020-11-05 21:17:39.150147
261,100,106,t,2020-11-05 21:17:39.241187,2020-11-05 21:17:39.241187
262,101,43,f,2020-11-05 21:17:39.913321,2020-11-05 21:17:39.913321
263,101,9,f,2020-11-05 21:17:40.004722,2020-11-05 21:17:40.004722
264,101,106,t,2020-11-05 21:17:40.090938,2020-11-05 21:17:40.090938
265,102,34,f,2020-11-05 21:17:40.831145,2020-11-05 21:17:40.831145
266,102,139,t,2020-11-05 21:17:40.916943,2020-11-05 21:17:40.916943
267,103,34,f,2020-11-05 21:17:42.255626,2020-11-05 21:17:42.255626
268,103,139,t,2020-11-05 21:17:42.339436,2020-11-05 21:17:42.339436
269,104,69,f,2020-11-05 21:17:42.940255,2020-11-05 21:17:42.940255
270,104,31,f,2020-11-05 21:17:43.100674,2020-11-05 21:17:43.100674
271,104,4,t,2020-11-05 21:17:43.198387,2020-11-05 21:17:43.198387
272,105,69,f,2020-11-05 21:17:43.886703,2020-11-05 21:17:43.886703
273,105,31,f,2020-11-05 21:17:43.965013,2020-11-05 21:17:43.965013
274,105,4,t,2020-11-05 21:17:44.042888,2020-11-05 21:17:44.042888
275,106,7,f,2020-11-05 21:17:44.635098,2020-11-05 21:17:44.635098
276,106,120,f,2020-11-05 21:17:44.713477,2020-11-05 21:17:44.713477
277,106,84,t,2020-11-05 21:17:44.786152,2020-11-05 21:17:44.786152
278,107,51,f,2020-11-05 21:17:45.384293,2020-11-05 21:17:45.384293
279,107,89,f,2020-11-05 21:17:45.453149,2020-11-05 21:17:45.453149
280,107,39,t,2020-11-05 21:17:45.553264,2020-11-05 21:17:45.553264
281,108,20,f,2020-11-05 21:17:46.16223,2020-11-05 21:17:46.16223
282,108,12,f,2020-11-05 21:17:46.246102,2020-11-05 21:17:46.246102
283,108,13,t,2020-11-05 21:17:46.338012,2020-11-05 21:17:46.338012
284,109,26,f,2020-11-05 21:17:46.938236,2020-11-05 21:17:46.938236
285,110,26,f,2020-11-05 21:17:47.545995,2020-11-05 21:17:47.545995
286,111,31,f,2020-11-05 21:17:48.304088,2020-11-05 21:17:48.304088
287,111,69,f,2020-11-05 21:17:48.403313,2020-11-05 21:17:48.403313
288,111,120,t,2020-11-05 21:17:48.482453,2020-11-05 21:17:48.482453
289,112,31,f,2020-11-05 21:17:49.134861,2020-11-05 21:17:49.134861
290,112,69,f,2020-11-05 21:17:49.217935,2020-11-05 21:17:49.217935
291,112,120,t,2020-11-05 21:17:49.287211,2020-11-05 21:17:49.287211
292,113,30,f,2020-11-05 21:17:49.948608,2020-11-05 21:17:49.948608
293,113,32,f,2020-11-05 21:17:50.030281,2020-11-05 21:17:50.030281
294,113,131,t,2020-11-05 21:17:50.110966,2020-11-05 21:17:50.110966
295,114,34,f,2020-11-05 21:17:50.72867,2020-11-05 21:17:50.72867
296,114,102,f,2020-11-05 21:17:50.814709,2020-11-05 21:17:50.814709
297,114,144,t,2020-11-05 21:17:50.921393,2020-11-05 21:17:50.921393
298,115,48,f,2020-11-05 21:17:51.503403,2020-11-05 21:17:51.503403
299,115,113,f,2020-11-05 21:17:51.572837,2020-11-05 21:17:51.572837
300,115,39,t,2020-11-05 21:17:51.684828,2020-11-05 21:17:51.684828
301,116,33,f,2020-11-05 21:17:52.304798,2020-11-05 21:17:52.304798
302,116,97,f,2020-11-05 21:17:52.382491,2020-11-05 21:17:52.382491
303,116,6,t,2020-11-05 21:17:52.46817,2020-11-05 21:17:52.46817
304,117,38,f,2020-11-05 21:17:53.120586,2020-11-05 21:17:53.120586
305,117,97,f,2020-11-05 21:17:53.212775,2020-11-05 21:17:53.212775
306,117,6,t,2020-11-05 21:17:53.291911,2020-11-05 21:17:53.291911
307,118,33,f,2020-11-05 21:17:53.966646,2020-11-05 21:17:53.966646
308,118,41,f,2020-11-05 21:17:54.052779,2020-11-05 21:17:54.052779
309,118,31,t,2020-11-05 21:17:54.131581,2020-11-05 21:17:54.131581
310,119,33,f,2020-11-05 21:17:54.723776,2020-11-05 21:17:54.723776
311,119,41,f,2020-11-05 21:17:54.802364,2020-11-05 21:17:54.802364
312,119,31,t,2020-11-05 21:17:54.887109,2020-11-05 21:17:54.887109
313,120,35,f,2020-11-05 21:17:55.454918,2020-11-05 21:17:55.454918
314,120,30,f,2020-11-05 21:17:55.553686,2020-11-05 21:17:55.553686
315,120,148,t,2020-11-05 21:17:55.640891,2020-11-05 21:17:55.640891
316,121,35,f,2020-11-05 21:17:56.350646,2020-11-05 21:17:56.350646
317,121,30,f,2020-11-05 21:17:56.429106,2020-11-05 21:17:56.429106
318,121,148,t,2020-11-05 21:17:56.544306,2020-11-05 21:17:56.544306
319,122,43,f,2020-11-05 21:17:57.213671,2020-11-05 21:17:57.213671
320,122,111,f,2020-11-05 21:17:57.302072,2020-11-05 21:17:57.302072
321,122,101,t,2020-11-05 21:17:57.403081,2020-11-05 21:17:57.403081
322,123,68,f,2020-11-05 21:17:58.185067,2020-11-05 21:17:58.185067
323,123,101,f,2020-11-05 21:17:58.29803,2020-11-05 21:17:58.29803
324,123,80,t,2020-11-05 21:17:58.378744,2020-11-05 21:17:58.378744
325,124,12,f,2020-11-05 21:17:59.061519,2020-11-05 21:17:59.061519
326,124,108,f,2020-11-05 21:17:59.139539,2020-11-05 21:17:59.139539
327,124,87,t,2020-11-05 21:17:59.21983,2020-11-05 21:17:59.21983
328,125,9,f,2020-11-05 21:17:59.845259,2020-11-05 21:17:59.845259
329,125,72,t,2020-11-05 21:17:59.926188,2020-11-05 21:17:59.926188
330,126,49,f,2020-11-05 21:18:00.551083,2020-11-05 21:18:00.551083
331,126,72,t,2020-11-05 21:18:00.633393,2020-11-05 21:18:00.633393
332,127,52,f,2020-11-05 21:18:01.62826,2020-11-05 21:18:01.62826
333,127,104,f,2020-11-05 21:18:01.700317,2020-11-05 21:18:01.700317
334,127,153,t,2020-11-05 21:18:01.790541,2020-11-05 21:18:01.790541
335,128,22,f,2020-11-05 21:18:02.411102,2020-11-05 21:18:02.411102
336,128,83,f,2020-11-05 21:18:02.488402,2020-11-05 21:18:02.488402
337,128,125,t,2020-11-05 21:18:02.588991,2020-11-05 21:18:02.588991
338,129,33,f,2020-11-05 21:18:03.237637,2020-11-05 21:18:03.237637
339,129,155,t,2020-11-05 21:18:03.327246,2020-11-05 21:18:03.327246
340,130,22,f,2020-11-05 21:18:03.964418,2020-11-05 21:18:03.964418
341,130,153,t,2020-11-05 21:18:04.084234,2020-11-05 21:18:04.084234
342,131,11,f,2020-11-05 21:18:04.796677,2020-11-05 21:18:04.796677
343,131,75,f,2020-11-05 21:18:04.882068,2020-11-05 21:18:04.882068
344,131,93,t,2020-11-05 21:18:04.971655,2020-11-05 21:18:04.971655
345,132,7,f,2020-11-05 21:18:05.567423,2020-11-05 21:18:05.567423
346,132,150,t,2020-11-05 21:18:05.660303,2020-11-05 21:18:05.660303
347,133,50,f,2020-11-05 21:18:06.294867,2020-11-05 21:18:06.294867
348,133,91,f,2020-11-05 21:18:06.370286,2020-11-05 21:18:06.370286
